PART_NM_EN,Age,duration_censoring(day),Survial,Failure
MAGNETIC CONTACTOR,OLD,740.000,0.6204,0.3796
MAGNETIC CONTACTOR,OLD,741.000,0.6182,0.3818
MAGNETIC CONTACTOR,OLD,748.000,0.6161,0.3839
MAGNETIC CONTACTOR,OLD,749.000,0.6139,0.3861
MAGNETIC CONTACTOR,OLD,751.000,0.6095,0.3905
MAGNETIC CONTACTOR,OLD,752.000,0.6074,0.3926
MAGNETIC CONTACTOR,OLD,754.000,0.6030,0.3970
MAGNETIC CONTACTOR,OLD,755.000,0.5944,0.4056
MAGNETIC CONTACTOR,OLD,756.000,0.5922,0.4078
MAGNETIC CONTACTOR,OLD,768.000,0.5900,0.4100
MAGNETIC CONTACTOR,OLD,770.000,0.5879,0.4121
MAGNETIC CONTACTOR,OLD,771.000,0.5857,0.4143
MAGNETIC CONTACTOR,OLD,775.000,0.5835,0.4165
MAGNETIC CONTACTOR,OLD,776.000,0.5813,0.4187
MAGNETIC CONTACTOR,OLD,778.000,0.5792,0.4208
MAGNETIC CONTACTOR,OLD,779.000,0.5770,0.4230
MAGNETIC CONTACTOR,OLD,780.000,0.5748,0.4252
MAGNETIC CONTACTOR,OLD,782.000,0.5727,0.4273
MAGNETIC CONTACTOR,OLD,786.000,0.5683,0.4317
MAGNETIC CONTACTOR,OLD,789.000,0.5640,0.4360
MAGNETIC CONTACTOR,OLD,792.000,0.5597,0.4403
MAGNETIC CONTACTOR,OLD,793.000,0.5575,0.4425
MAGNETIC CONTACTOR,OLD,794.000,0.5553,0.4447
MAGNETIC CONTACTOR,OLD,796.000,0.5531,0.4469
MAGNETIC CONTACTOR,OLD,797.000,0.5510,0.4490
MAGNETIC CONTACTOR,OLD,799.000,0.5488,0.4512
MAGNETIC CONTACTOR,OLD,803.000,0.5466,0.4534
MAGNETIC CONTACTOR,OLD,808.000,0.5445,0.4555
MAGNETIC CONTACTOR,OLD,815.000,0.5423,0.4577
MAGNETIC CONTACTOR,OLD,816.000,0.5401,0.4599
MAGNETIC CONTACTOR,OLD,817.000,0.5380,0.4620
MAGNETIC CONTACTOR,OLD,827.000,0.5358,0.4642
MAGNETIC CONTACTOR,OLD,833.000,0.5336,0.4664
MAGNETIC CONTACTOR,OLD,840.000,0.5315,0.4685
MAGNETIC CONTACTOR,OLD,842.000,0.5293,0.4707
MAGNETIC CONTACTOR,OLD,845.000,0.5271,0.4729
MAGNETIC CONTACTOR,OLD,851.000,0.5249,0.4751
MAGNETIC CONTACTOR,OLD,853.000,0.5228,0.4772
MAGNETIC CONTACTOR,OLD,855.000,0.5206,0.4794
MAGNETIC CONTACTOR,OLD,856.000,0.5184,0.4816
MAGNETIC CONTACTOR,OLD,857.000,0.5163,0.4837
MAGNETIC CONTACTOR,OLD,859.000,0.5141,0.4859
MAGNETIC CONTACTOR,OLD,860.000,0.5119,0.4881
MAGNETIC CONTACTOR,OLD,861.000,0.5076,0.4924
MAGNETIC CONTACTOR,OLD,867.000,0.5054,0.4946
MAGNETIC CONTACTOR,OLD,868.000,0.5033,0.4967
MAGNETIC CONTACTOR,OLD,869.000,0.5011,0.4989
MAGNETIC CONTACTOR,OLD,874.000,0.4989,0.5011
MAGNETIC CONTACTOR,OLD,877.000,0.4967,0.5033
MAGNETIC CONTACTOR,OLD,880.000,0.4924,0.5076
MAGNETIC CONTACTOR,OLD,885.000,0.4881,0.5119
MAGNETIC CONTACTOR,OLD,888.000,0.4859,0.5141
MAGNETIC CONTACTOR,OLD,889.000,0.4837,0.5163
MAGNETIC CONTACTOR,OLD,894.000,0.4816,0.5184
MAGNETIC CONTACTOR,OLD,897.000,0.4794,0.5206
MAGNETIC CONTACTOR,OLD,898.000,0.4772,0.5228
MAGNETIC CONTACTOR,OLD,899.000,0.4729,0.5271
MAGNETIC CONTACTOR,OLD,901.000,0.4707,0.5293
MAGNETIC CONTACTOR,OLD,904.000,0.4685,0.5315
MAGNETIC CONTACTOR,OLD,906.000,0.4664,0.5336
MAGNETIC CONTACTOR,OLD,907.000,0.4642,0.5358
MAGNETIC CONTACTOR,OLD,908.000,0.4620,0.5380
MAGNETIC CONTACTOR,OLD,911.000,0.4599,0.5401
MAGNETIC CONTACTOR,OLD,918.000,0.4555,0.5445
MAGNETIC CONTACTOR,OLD,923.000,0.4534,0.5466
MAGNETIC CONTACTOR,OLD,924.000,0.4512,0.5488
MAGNETIC CONTACTOR,OLD,926.000,0.4490,0.5510
MAGNETIC CONTACTOR,OLD,936.000,0.4469,0.5531
MAGNETIC CONTACTOR,OLD,943.000,0.4447,0.5553
MAGNETIC CONTACTOR,OLD,946.000,0.4425,0.5575
MAGNETIC CONTACTOR,OLD,956.000,0.4403,0.5597
MAGNETIC CONTACTOR,OLD,974.000,0.4403,0.5597
MAGNETIC CONTACTOR,결합,0.000,1.0000,0.0000
MAGNETIC CONTACTOR,결합,7.000,1.0000,0.0000
MAGNETIC CONTACTOR,결합,10.000,0.9987,0.0013
MAGNETIC CONTACTOR,결합,13.000,0.9973,0.0027
MAGNETIC CONTACTOR,결합,15.000,0.9960,0.0040
MAGNETIC CONTACTOR,결합,18.000,0.9933,0.0067
MAGNETIC CONTACTOR,결합,20.000,0.9920,0.0080
MAGNETIC CONTACTOR,결합,21.000,0.9920,0.0080
MAGNETIC CONTACTOR,결합,23.000,0.9906,0.0094
MAGNETIC CONTACTOR,결합,32.000,0.9878,0.0122
MAGNETIC CONTACTOR,결합,33.000,0.9864,0.0136
MAGNETIC CONTACTOR,결합,34.000,0.9850,0.0150
MAGNETIC CONTACTOR,결합,35.000,0.9836,0.0164
MAGNETIC CONTACTOR,결합,36.000,0.9822,0.0178
MAGNETIC CONTACTOR,결합,42.000,0.9808,0.0192
MAGNETIC CONTACTOR,결합,49.000,0.9794,0.0206
MAGNETIC CONTACTOR,결합,56.000,0.9766,0.0234
MAGNETIC CONTACTOR,결합,60.000,0.9752,0.0248
MAGNETIC CONTACTOR,결합,67.000,0.9738,0.0262
MAGNETIC CONTACTOR,결합,71.000,0.9724,0.0276
MAGNETIC CONTACTOR,결합,76.000,0.9710,0.0290
MAGNETIC CONTACTOR,결합,78.000,0.9696,0.0304
MAGNETIC CONTACTOR,결합,84.000,0.9682,0.0318
MAGNETIC CONTACTOR,결합,85.000,0.9668,0.0332
MAGNETIC CONTACTOR,결합,86.000,0.9654,0.0346
MAGNETIC CONTACTOR,결합,94.000,0.9640,0.0360
MAGNETIC CONTACTOR,결합,96.000,0.9626,0.0374
MAGNETIC CONTACTOR,결합,99.000,0.9612,0.0388
MAGNETIC CONTACTOR,결합,102.000,0.9598,0.0402
MAGNETIC CONTACTOR,결합,103.000,0.9570,0.0430
MAGNETIC CONTACTOR,결합,105.000,0.9556,0.0444
MAGNETIC CONTACTOR,결합,114.000,0.9542,0.0458
MAGNETIC CONTACTOR,결합,123.000,0.9528,0.0472
MAGNETIC CONTACTOR,결합,126.000,0.9514,0.0486
MAGNETIC CONTACTOR,결합,138.000,0.9472,0.0528
MAGNETIC CONTACTOR,결합,148.000,0.9444,0.0556
MAGNETIC CONTACTOR,결합,152.000,0.9416,0.0584
MAGNETIC CONTACTOR,결합,153.000,0.9388,0.0612
MAGNETIC CONTACTOR,결합,159.000,0.9374,0.0626
MAGNETIC CONTACTOR,결합,161.000,0.9360,0.0640
MAGNETIC CONTACTOR,결합,163.000,0.9318,0.0682
MAGNETIC CONTACTOR,결합,170.000,0.9304,0.0696
MAGNETIC CONTACTOR,결합,178.000,0.9290,0.0710
MAGNETIC CONTACTOR,결합,179.000,0.9276,0.0724
MAGNETIC CONTACTOR,결합,195.000,0.9276,0.0724
MAGNETIC CONTACTOR,결합,212.000,0.9261,0.0739
MAGNETIC CONTACTOR,결합,219.000,0.9232,0.0768
MAGNETIC CONTACTOR,결합,221.000,0.9217,0.0783
MAGNETIC CONTACTOR,결합,232.000,0.9187,0.0813
MAGNETIC CONTACTOR,결합,244.000,0.9143,0.0857
MAGNETIC CONTACTOR,결합,251.000,0.9128,0.0872
MAGNETIC CONTACTOR,결합,254.000,0.9113,0.0887
MAGNETIC CONTACTOR,결합,260.000,0.9098,0.0902
MAGNETIC CONTACTOR,결합,261.000,0.9083,0.0917
MAGNETIC CONTACTOR,결합,265.000,0.9069,0.0931
MAGNETIC CONTACTOR,결합,268.000,0.9054,0.0946
MAGNETIC CONTACTOR,결합,271.000,0.9039,0.0961
MAGNETIC CONTACTOR,결합,277.000,0.9009,0.0991
MAGNETIC CONTACTOR,결합,278.000,0.8995,0.1005
MAGNETIC CONTACTOR,결합,279.000,0.8980,0.1020
MAGNETIC CONTACTOR,결합,280.000,0.8965,0.1035
MAGNETIC CONTACTOR,결합,281.000,0.8950,0.1050
MAGNETIC CONTACTOR,결합,300.000,0.8935,0.1065
MAGNETIC CONTACTOR,결합,305.000,0.8920,0.1080
MAGNETIC CONTACTOR,결합,344.000,0.8906,0.1094
MAGNETIC CONTACTOR,결합,362.000,0.8891,0.1109
MAGNETIC CONTACTOR,결합,403.000,0.8876,0.1124
MAGNETIC CONTACTOR,결합,404.000,0.8861,0.1139
MAGNETIC CONTACTOR,결합,409.000,0.8846,0.1154
MAGNETIC CONTACTOR,결합,412.000,0.8832,0.1168
MAGNETIC CONTACTOR,결합,416.000,0.8817,0.1183
MAGNETIC CONTACTOR,결합,420.000,0.8817,0.1183
MAGNETIC CONTACTOR,결합,423.000,0.8801,0.1199
MAGNETIC CONTACTOR,결합,426.000,0.8785,0.1215
MAGNETIC CONTACTOR,결합,430.000,0.8770,0.1230
MAGNETIC CONTACTOR,결합,450.000,0.8754,0.1246
MAGNETIC CONTACTOR,결합,451.000,0.8738,0.1262
MAGNETIC CONTACTOR,결합,455.000,0.8722,0.1278
MAGNETIC CONTACTOR,결합,457.000,0.8707,0.1293
MAGNETIC CONTACTOR,결합,471.000,0.8691,0.1309
MAGNETIC CONTACTOR,결합,482.000,0.8675,0.1325
MAGNETIC CONTACTOR,결합,489.000,0.8660,0.1340
MAGNETIC CONTACTOR,결합,493.000,0.8644,0.1356
MAGNETIC CONTACTOR,결합,501.000,0.8628,0.1372
MAGNETIC CONTACTOR,결합,502.000,0.8612,0.1388
MAGNETIC CONTACTOR,결합,507.000,0.8581,0.1419
MAGNETIC CONTACTOR,결합,511.000,0.8565,0.1435
MAGNETIC CONTACTOR,결합,515.000,0.8550,0.1450
MAGNETIC CONTACTOR,결합,525.000,0.8534,0.1466
MAGNETIC CONTACTOR,결합,527.000,0.8518,0.1482
MAGNETIC CONTACTOR,결합,528.000,0.8502,0.1498
MAGNETIC CONTACTOR,결합,530.000,0.8487,0.1513
MAGNETIC CONTACTOR,결합,532.000,0.8471,0.1529
MAGNETIC CONTACTOR,결합,533.000,0.8455,0.1545
MAGNETIC CONTACTOR,결합,534.000,0.8440,0.1560
MAGNETIC CONTACTOR,결합,536.000,0.8423,0.1577
MAGNETIC CONTACTOR,결합,541.000,0.8406,0.1594
MAGNETIC CONTACTOR,결합,544.000,0.8372,0.1628
MAGNETIC CONTACTOR,결합,551.000,0.8356,0.1644
MAGNETIC CONTACTOR,결합,552.000,0.8339,0.1661
MAGNETIC CONTACTOR,결합,553.000,0.8322,0.1678
MAGNETIC CONTACTOR,결합,556.000,0.8305,0.1695
MAGNETIC CONTACTOR,결합,566.000,0.8272,0.1728
MAGNETIC CONTACTOR,결합,575.000,0.8255,0.1745
MAGNETIC CONTACTOR,결합,590.000,0.8238,0.1762
MAGNETIC CONTACTOR,결합,591.000,0.8221,0.1779
MAGNETIC CONTACTOR,결합,594.000,0.8205,0.1795
MAGNETIC CONTACTOR,결합,596.000,0.8154,0.1846
MAGNETIC CONTACTOR,결합,598.000,0.8138,0.1862
MAGNETIC CONTACTOR,결합,600.000,0.8104,0.1896
MAGNETIC CONTACTOR,결합,601.000,0.8087,0.1913
MAGNETIC CONTACTOR,결합,602.000,0.8070,0.1930
MAGNETIC CONTACTOR,결합,603.000,0.8054,0.1946
MAGNETIC CONTACTOR,결합,604.000,0.8037,0.1963
MAGNETIC CONTACTOR,결합,606.000,0.8020,0.1980
MAGNETIC CONTACTOR,결합,607.000,0.8003,0.1997
MAGNETIC CONTACTOR,결합,611.000,0.7987,0.2013
MAGNETIC CONTACTOR,결합,620.000,0.7970,0.2030
MAGNETIC CONTACTOR,결합,621.000,0.7953,0.2047
MAGNETIC CONTACTOR,결합,623.000,0.7919,0.2081
MAGNETIC CONTACTOR,결합,630.000,0.7903,0.2097
MAGNETIC CONTACTOR,결합,631.000,0.7886,0.2114
MAGNETIC CONTACTOR,결합,634.000,0.7869,0.2131
MAGNETIC CONTACTOR,결합,638.000,0.7852,0.2148
MAGNETIC CONTACTOR,결합,643.000,0.7819,0.2181
MAGNETIC CONTACTOR,결합,645.000,0.7802,0.2198
MAGNETIC CONTACTOR,결합,647.000,0.7735,0.2265
MAGNETIC CONTACTOR,결합,649.000,0.7718,0.2282
MAGNETIC CONTACTOR,결합,651.000,0.7701,0.2299
MAGNETIC CONTACTOR,결합,653.000,0.7685,0.2315
MAGNETIC CONTACTOR,결합,654.000,0.7668,0.2332
MAGNETIC CONTACTOR,결합,657.000,0.7651,0.2349
MAGNETIC CONTACTOR,결합,662.000,0.7634,0.2366
MAGNETIC CONTACTOR,결합,670.000,0.7617,0.2383
MAGNETIC CONTACTOR,결합,673.000,0.7601,0.2399
MAGNETIC CONTACTOR,결합,675.000,0.7584,0.2416
MAGNETIC CONTACTOR,결합,677.000,0.7567,0.2433
MAGNETIC CONTACTOR,결합,681.000,0.7550,0.2450
MAGNETIC CONTACTOR,결합,686.000,0.7534,0.2466
MAGNETIC CONTACTOR,결합,687.000,0.7517,0.2483
MAGNETIC CONTACTOR,결합,691.000,0.7500,0.2500
MAGNETIC CONTACTOR,결합,694.000,0.7483,0.2517
MAGNETIC CONTACTOR,결합,697.000,0.7466,0.2534
MAGNETIC CONTACTOR,결합,698.000,0.7450,0.2550
MAGNETIC CONTACTOR,결합,700.000,0.7433,0.2567
MAGNETIC CONTACTOR,결합,704.000,0.7416,0.2584
MAGNETIC CONTACTOR,결합,708.000,0.7399,0.2601
MAGNETIC CONTACTOR,결합,709.000,0.7383,0.2617
MAGNETIC CONTACTOR,결합,712.000,0.7366,0.2634
MAGNETIC CONTACTOR,결합,713.000,0.7349,0.2651
MAGNETIC CONTACTOR,결합,714.000,0.7332,0.2668
MAGNETIC CONTACTOR,결합,716.000,0.7315,0.2685
MAGNETIC CONTACTOR,결합,723.000,0.7299,0.2701
MAGNETIC CONTACTOR,결합,725.000,0.7282,0.2718
MAGNETIC CONTACTOR,결합,729.000,0.7265,0.2735
MAGNETIC CONTACTOR,결합,730.000,0.7248,0.2752
MAGNETIC CONTACTOR,결합,736.000,0.7231,0.2769
MAGNETIC CONTACTOR,결합,740.000,0.7215,0.2785
MAGNETIC CONTACTOR,결합,741.000,0.7198,0.2802
MAGNETIC CONTACTOR,결합,748.000,0.7181,0.2819
MAGNETIC CONTACTOR,결합,749.000,0.7164,0.2836
MAGNETIC CONTACTOR,결합,751.000,0.7131,0.2869
MAGNETIC CONTACTOR,결합,752.000,0.7114,0.2886
MAGNETIC CONTACTOR,결합,754.000,0.7080,0.2920
MAGNETIC CONTACTOR,결합,755.000,0.7013,0.2987
MAGNETIC CONTACTOR,결합,756.000,0.6997,0.3003
MAGNETIC CONTACTOR,결합,768.000,0.6980,0.3020
MAGNETIC CONTACTOR,결합,770.000,0.6963,0.3037
MAGNETIC CONTACTOR,결합,771.000,0.6946,0.3054
MAGNETIC CONTACTOR,결합,775.000,0.6929,0.3071
MAGNETIC CONTACTOR,결합,776.000,0.6913,0.3087
MAGNETIC CONTACTOR,결합,778.000,0.6896,0.3104
MAGNETIC CONTACTOR,결합,779.000,0.6879,0.3121
MAGNETIC CONTACTOR,결합,780.000,0.6862,0.3138
MAGNETIC CONTACTOR,결합,782.000,0.6846,0.3154
MAGNETIC CONTACTOR,결합,786.000,0.6812,0.3188
MAGNETIC CONTACTOR,결합,789.000,0.6778,0.3222
MAGNETIC CONTACTOR,결합,792.000,0.6745,0.3255
MAGNETIC CONTACTOR,결합,793.000,0.6728,0.3272
MAGNETIC CONTACTOR,결합,794.000,0.6711,0.3289
MAGNETIC CONTACTOR,결합,796.000,0.6695,0.3305
MAGNETIC CONTACTOR,결합,797.000,0.6678,0.3322
MAGNETIC CONTACTOR,결합,799.000,0.6661,0.3339
MAGNETIC CONTACTOR,결합,803.000,0.6644,0.3356
MAGNETIC CONTACTOR,결합,808.000,0.6627,0.3373
MAGNETIC CONTACTOR,결합,815.000,0.6611,0.3389
MAGNETIC CONTACTOR,결합,816.000,0.6594,0.3406
MAGNETIC CONTACTOR,결합,817.000,0.6577,0.3423
MAGNETIC CONTACTOR,결합,827.000,0.6560,0.3440
MAGNETIC CONTACTOR,결합,833.000,0.6544,0.3456
MAGNETIC CONTACTOR,결합,840.000,0.6527,0.3473
MAGNETIC CONTACTOR,결합,842.000,0.6510,0.3490
MAGNETIC CONTACTOR,결합,845.000,0.6493,0.3507
MAGNETIC CONTACTOR,결합,851.000,0.6476,0.3524
MAGNETIC CONTACTOR,결합,853.000,0.6460,0.3540
MAGNETIC CONTACTOR,결합,855.000,0.6443,0.3557
MAGNETIC CONTACTOR,결합,856.000,0.6409,0.3591
MAGNETIC CONTACTOR,결합,857.000,0.6393,0.3607
MAGNETIC CONTACTOR,결합,859.000,0.6376,0.3624
MAGNETIC CONTACTOR,결합,860.000,0.6342,0.3658
MAGNETIC CONTACTOR,결합,861.000,0.6309,0.3691
MAGNETIC CONTACTOR,결합,867.000,0.6292,0.3708
MAGNETIC CONTACTOR,결합,868.000,0.6275,0.3725
MAGNETIC CONTACTOR,결합,869.000,0.6258,0.3742
MAGNETIC CONTACTOR,결합,874.000,0.6242,0.3758
MAGNETIC CONTACTOR,결합,877.000,0.6225,0.3775
MAGNETIC CONTACTOR,결합,880.000,0.6191,0.3809
MAGNETIC CONTACTOR,결합,885.000,0.6158,0.3842
MAGNETIC CONTACTOR,결합,888.000,0.6141,0.3859
MAGNETIC CONTACTOR,결합,889.000,0.6124,0.3876
MAGNETIC CONTACTOR,결합,894.000,0.6107,0.3893
MAGNETIC CONTACTOR,결합,895.000,0.6091,0.3909
MAGNETIC CONTACTOR,결합,897.000,0.6074,0.3926
MAGNETIC CONTACTOR,결합,898.000,0.6057,0.3943
MAGNETIC CONTACTOR,결합,899.000,0.6023,0.3977
MAGNETIC CONTACTOR,결합,900.000,0.6023,0.3977
MAGNETIC CONTACTOR,결합,901.000,0.6002,0.3998
MAGNETIC CONTACTOR,결합,904.000,0.5981,0.4019
MAGNETIC CONTACTOR,결합,906.000,0.5960,0.4040
MAGNETIC CONTACTOR,결합,907.000,0.5939,0.4061
MAGNETIC CONTACTOR,결합,908.000,0.5917,0.4083
MAGNETIC CONTACTOR,결합,911.000,0.5896,0.4104
MAGNETIC CONTACTOR,결합,918.000,0.5854,0.4146
MAGNETIC CONTACTOR,결합,923.000,0.5833,0.4167
MAGNETIC CONTACTOR,결합,924.000,0.5811,0.4189
MAGNETIC CONTACTOR,결합,926.000,0.5790,0.4210
MAGNETIC CONTACTOR,결합,936.000,0.5769,0.4231
MAGNETIC CONTACTOR,결합,943.000,0.5748,0.4252
MAGNETIC CONTACTOR,결합,946.000,0.5727,0.4273
MAGNETIC CONTACTOR,결합,956.000,0.5705,0.4295
MAGNETIC CONTACTOR,결합,974.000,0.5705,0.4295
MAIN CYLINDER,NEW,0.000,1.0000,0.0000
MAIN CYLINDER,NEW,7.000,1.0000,0.0000
MAIN CYLINDER,NEW,21.000,1.0000,0.0000
MAIN CYLINDER,NEW,195.000,1.0000,0.0000
MAIN CYLINDER,NEW,420.000,1.0000,0.0000
MAIN CYLINDER,NEW,534.000,1.0000,0.0000
MAIN CYLINDER,NEW,900.000,1.0000,0.0000
MAIN CYLINDER,NEW,974.000,1.0000,0.0000
MAIN CYLINDER,OLD,0.000,1.0000,0.0000
MAIN CYLINDER,OLD,974.000,1.0000,0.0000
MAIN CYLINDER,결합,0.000,1.0000,0.0000
MAIN CYLINDER,결합,7.000,1.0000,0.0000
MAIN CYLINDER,결합,21.000,1.0000,0.0000
MAIN CYLINDER,결합,195.000,1.0000,0.0000
MAIN CYLINDER,결합,420.000,1.0000,0.0000
MAIN CYLINDER,결합,534.000,1.0000,0.0000
MAIN CYLINDER,결합,900.000,1.0000,0.0000
MAIN CYLINDER,결합,974.000,1.0000,0.0000
MAIN PISTON,NEW,0.000,1.0000,0.0000
MAIN PISTON,NEW,7.000,1.0000,0.0000
MAIN PISTON,NEW,21.000,1.0000,0.0000
MAIN PISTON,NEW,195.000,1.0000,0.0000
MAIN PISTON,NEW,420.000,1.0000,0.0000
MAIN PISTON,NEW,534.000,1.0000,0.0000
MAIN PISTON,NEW,900.000,1.0000,0.0000
MAIN PISTON,NEW,974.000,1.0000,0.0000
MAIN PISTON,OLD,0.000,1.0000,0.0000
MAIN PISTON,OLD,974.000,1.0000,0.0000
MAIN PISTON,결합,0.000,1.0000,0.0000
MAIN PISTON,결합,7.000,1.0000,0.0000
MAIN PISTON,결합,21.000,1.0000,0.0000
MAIN PISTON,결합,195.000,1.0000,0.0000
MAIN PISTON,결합,420.000,1.0000,0.0000
MAIN PISTON,결합,534.000,1.0000,0.0000
MAIN PISTON,결합,900.000,1.0000,0.0000
MAIN PISTON,결합,974.000,1.0000,0.0000
METERING VALVE,NEW,0.000,1.0000,0.0000
METERING VALVE,NEW,7.000,1.0000,0.0000
METERING VALVE,NEW,21.000,1.0000,0.0000
METERING VALVE,NEW,195.000,1.0000,0.0000
METERING VALVE,NEW,420.000,1.0000,0.0000
METERING VALVE,NEW,534.000,1.0000,0.0000
METERING VALVE,NEW,900.000,1.0000,0.0000
METERING VALVE,NEW,974.000,1.0000,0.0000
METERING VALVE,OLD,0.000,1.0000,0.0000
METERING VALVE,OLD,32.000,0.9972,0.0028
METERING VALVE,OLD,33.000,0.9944,0.0056
METERING VALVE,OLD,72.000,0.9916,0.0084
METERING VALVE,OLD,86.000,0.9888,0.0112
METERING VALVE,OLD,97.000,0.9860,0.0140
METERING VALVE,OLD,157.000,0.9832,0.0168
METERING VALVE,OLD,164.000,0.9804,0.0196
METERING VALVE,OLD,229.000,0.9776,0.0224
METERING VALVE,OLD,263.000,0.9748,0.0252
METERING VALVE,OLD,275.000,0.9692,0.0308
METERING VALVE,OLD,368.000,0.9664,0.0336
METERING VALVE,OLD,373.000,0.9636,0.0364
METERING VALVE,OLD,423.000,0.9608,0.0392
METERING VALVE,OLD,583.000,0.9580,0.0420
METERING VALVE,OLD,602.000,0.9552,0.0448
METERING VALVE,OLD,632.000,0.9524,0.0476
METERING VALVE,OLD,642.000,0.9496,0.0504
METERING VALVE,OLD,692.000,0.9468,0.0532
METERING VALVE,OLD,714.000,0.9440,0.0560
METERING VALVE,OLD,718.000,0.9412,0.0588
METERING VALVE,OLD,746.000,0.9384,0.0616
METERING VALVE,OLD,753.000,0.9356,0.0644
METERING VALVE,OLD,813.000,0.9328,0.0672
METERING VALVE,OLD,818.000,0.9300,0.0700
METERING VALVE,OLD,827.000,0.9272,0.0728
METERING VALVE,OLD,853.000,0.9244,0.0756
METERING VALVE,OLD,885.000,0.9216,0.0784
METERING VALVE,OLD,897.000,0.9188,0.0812
METERING VALVE,OLD,974.000,0.9188,0.0812
METERING VALVE,결합,0.000,1.0000,0.0000
METERING VALVE,결합,7.000,1.0000,0.0000
METERING VALVE,결합,21.000,1.0000,0.0000
METERING VALVE,결합,32.000,0.9984,0.0016
METERING VALVE,결합,33.000,0.9968,0.0032
METERING VALVE,결합,72.000,0.9952,0.0048
METERING VALVE,결합,86.000,0.9936,0.0064
METERING VALVE,결합,97.000,0.9919,0.0081
METERING VALVE,결합,157.000,0.9903,0.0097
METERING VALVE,결합,164.000,0.9887,0.0113
METERING VALVE,결합,195.000,0.9887,0.0113
METERING VALVE,결합,229.000,0.9870,0.0130
METERING VALVE,결합,263.000,0.9853,0.0147
METERING VALVE,결합,275.000,0.9819,0.0181
METERING VALVE,결합,368.000,0.9802,0.0198
METERING VALVE,결합,373.000,0.9784,0.0216
METERING VALVE,결합,420.000,0.9784,0.0216
METERING VALVE,결합,423.000,0.9766,0.0234
METERING VALVE,결합,534.000,0.9766,0.0234
METERING VALVE,결합,583.000,0.9747,0.0253
METERING VALVE,결합,602.000,0.9727,0.0273
METERING VALVE,결합,632.000,0.9708,0.0292
METERING VALVE,결합,642.000,0.9688,0.0312
METERING VALVE,결합,692.000,0.9669,0.0331
METERING VALVE,결합,714.000,0.9650,0.0350
METERING VALVE,결합,718.000,0.9630,0.0370
METERING VALVE,결합,746.000,0.9611,0.0389
METERING VALVE,결합,753.000,0.9591,0.0409
METERING VALVE,결합,813.000,0.9572,0.0428
METERING VALVE,결합,818.000,0.9552,0.0448
METERING VALVE,결합,827.000,0.9533,0.0467
METERING VALVE,결합,853.000,0.9513,0.0487
METERING VALVE,결합,885.000,0.9494,0.0506
METERING VALVE,결합,897.000,0.9474,0.0526
METERING VALVE,결합,900.000,0.9474,0.0526
METERING VALVE,결합,974.000,0.9474,0.0526
MINI LIMIT S/W,NEW,0.000,1.0000,0.0000
MINI LIMIT S/W,NEW,7.000,1.0000,0.0000
MINI LIMIT S/W,NEW,21.000,1.0000,0.0000
MINI LIMIT S/W,NEW,195.000,1.0000,0.0000
MINI LIMIT S/W,NEW,420.000,1.0000,0.0000
MINI LIMIT S/W,NEW,534.000,1.0000,0.0000
MINI LIMIT S/W,NEW,888.000,0.9937,0.0063
MINI LIMIT S/W,NEW,900.000,0.9937,0.0063
MINI LIMIT S/W,NEW,974.000,0.9937,0.0063
MINI LIMIT S/W,OLD,0.000,1.0000,0.0000
MINI LIMIT S/W,OLD,974.000,1.0000,0.0000
MINI LIMIT S/W,결합,0.000,1.0000,0.0000
MINI LIMIT S/W,결합,7.000,1.0000,0.0000
MINI LIMIT S/W,결합,21.000,1.0000,0.0000
MINI LIMIT S/W,결합,195.000,1.0000,0.0000
MINI LIMIT S/W,결합,420.000,1.0000,0.0000
MINI LIMIT S/W,결합,534.000,1.0000,0.0000
MINI LIMIT S/W,결합,888.000,0.9983,0.0017
MINI LIMIT S/W,결합,900.000,0.9983,0.0017
MINI LIMIT S/W,결합,974.000,0.9983,0.0017
MODULAR CHECK VALVE,NEW,0.000,1.0000,0.0000
MODULAR CHECK VALVE,NEW,7.000,1.0000,0.0000
MODULAR CHECK VALVE,NEW,21.000,1.0000,0.0000
MODULAR CHECK VALVE,NEW,195.000,1.0000,0.0000
MODULAR CHECK VALVE,NEW,420.000,1.0000,0.0000
MODULAR CHECK VALVE,NEW,534.000,1.0000,0.0000
MODULAR CHECK VALVE,NEW,900.000,1.0000,0.0000
MODULAR CHECK VALVE,NEW,974.000,1.0000,0.0000
MODULAR CHECK VALVE,OLD,0.000,1.0000,0.0000
MODULAR CHECK VALVE,OLD,974.000,1.0000,0.0000
MODULAR CHECK VALVE,결합,0.000,1.0000,0.0000
MODULAR CHECK VALVE,결합,7.000,1.0000,0.0000
MODULAR CHECK VALVE,결합,21.000,1.0000,0.0000
MODULAR CHECK VALVE,결합,195.000,1.0000,0.0000
MODULAR CHECK VALVE,결합,420.000,1.0000,0.0000
MODULAR CHECK VALVE,결합,534.000,1.0000,0.0000
MODULAR CHECK VALVE,결합,900.000,1.0000,0.0000
MODULAR CHECK VALVE,결합,974.000,1.0000,0.0000
MODULAR PILOT CHECK VALVE,NEW,0.000,1.0000,0.0000
MODULAR PILOT CHECK VALVE,NEW,7.000,1.0000,0.0000
MODULAR PILOT CHECK VALVE,NEW,21.000,1.0000,0.0000
MODULAR PILOT CHECK VALVE,NEW,195.000,1.0000,0.0000
